date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:30:23	22297/22297	------	200	untouched ('')	application/javascript	etag:%225719-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/select.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/select.js	(from http://www.duongxidecor.com/)
00:30:23	3322/3322	------	200	untouched ('')	application/javascript	etag:%22cfa-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/jquery.easing.1.3.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/jquery.easing.1.3.js	(from http://www.duongxidecor.com/)
00:30:23	2046/2046	------	200	untouched ('')	application/javascript	etag:%227fe-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/jquery.placeholder.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/jquery.placeholder.js	(from http://www.duongxidecor.com/)
00:30:23	9174/9174	------	200	untouched ('')	application/javascript	etag:%2223d6-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/modernizr.custom.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/modernizr.custom.js	(from http://www.duongxidecor.com/)
00:30:23	22983/22983	------	200	untouched ('')	application/javascript	etag:%2259c7-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/jquery.fancybox.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/jquery.fancybox.js	(from http://www.duongxidecor.com/)
00:30:23	1384/1384	------	200	untouched ('')	application/javascript	etag:%22568-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/jquery.mousewheel-3.0.6.pack.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/jquery.mousewheel-3.0.6.pack.js	(from http://www.duongxidecor.com/)
00:30:23	3928/3928	------	200	untouched ('')	application/javascript	etag:%22f58-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/jquery.dlmenu.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/jquery.dlmenu.js	(from http://www.duongxidecor.com/)
00:30:23	21031/21031	------	200	untouched ('')	application/javascript	etag:%225227-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/jquery.flexslider.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/jquery.flexslider.js	(from http://www.duongxidecor.com/)
00:30:23	7068/7068	------	200	untouched ('')	application/javascript	etag:%221b9c-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/wow.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/wow.js	(from http://www.duongxidecor.com/)
00:30:23	2942/2942	------	200	untouched ('')	application/javascript	etag:%22b7e-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/jquery.nice-select.min.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/jquery.nice-select.min.js	(from http://www.duongxidecor.com/)
00:30:23	25964/25964	------	200	untouched ('')	application/javascript	etag:%22656c-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/fastclick.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/fastclick.js	(from http://www.duongxidecor.com/)
00:30:23	70607/70607	------	200	untouched ('')	application/javascript	etag:%22113cf-57753732eef80-gzip%22	http://www.duongxidecor.com/news-03/js/theme.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/theme.js	(from http://www.duongxidecor.com/)
00:30:23	50573/50573	------	200	untouched ('')	application/javascript	etag:%22c58d-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/jquery.bxslider.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/jquery.bxslider.js	(from http://www.duongxidecor.com/)
00:30:23	31484/31484	------	200	untouched ('')	application/javascript	etag:%227afc-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/jquery.elevateZoom-2.5.5.min.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/jquery.elevateZoom-2.5.5.min.js	(from http://www.duongxidecor.com/)
00:30:23	9835/9835	------	200	untouched ('')	application/javascript	etag:%22266b-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/instafeed.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/instafeed.js	(from http://www.duongxidecor.com/)
00:30:23	392/392	------	200	untouched ('')	application/javascript	etag:%22188-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/ga_urchin_forms-68ca1924c495cfc55dac65f4853e0c9a395387ffedc8fe58e0f2e677f95d7f23.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/ga_urchin_forms-68ca1924c495cfc55dac65f4853e0c9a395387ffedc8fe58e0f2e677f95d7f23.js	(from http://www.duongxidecor.com/)
00:30:23	3559/3559	------	200	untouched ('OK')	text/css	etag:%22de7-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/css/bold-options.css	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/css/bold-options.css	(from http://www.duongxidecor.com/)
00:30:23	6007/6007	------	200	untouched ('')	application/javascript	etag:%221777-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/jquery.tmpl.min.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/jquery.tmpl.min.js	(from http://www.duongxidecor.com/)
00:30:23	2548/2548	------	200	untouched ('')	application/javascript	etag:%229f4-576c278dc74c0-gzip%22	http://www.duongxidecor.com/news-03/js/jquery.products.min.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/js/jquery.products.min.js	(from http://www.duongxidecor.com/)
00:30:23	11444/11444	------	200	untouched ('')	application/javascript	etag:%222cb4-576c274de1e00-gzip%22	http://www.duongxidecor.com/js/numeral.min.js	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/js/numeral.min.js	(from http://www.duongxidecor.com/)
00:30:23	246827/246827	------	200	untouched ('OK')	application/x-javascript	etag:%22f39e6d9fe16a7073f2e46c07e3156701%22	https://connect.facebook.net/vi_VN/sdk/xfbml.customerchat.js	D:/website/Clone/http___www.duongxidecor.com_/connect.facebook.net/vi_VN/sdk/xfbml.customerchat.js	(from http://www.duongxidecor.com/)
00:30:23	156/156	------	404	error ('Not%20Found')	text/html	date:Wed,%2015%20May%202019%2017:12:19%20GMT	http://www.duongxidecor.com/news-03/css/grabbing.png	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/news-03/css/grabbing.5.delayed	(from http://www.duongxidecor.com/news-03/css/stylesheet.css)
00:30:23	99759/99759	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:03:54%20GMT	http://www.duongxidecor.com/cua-hang/tranh-canvas	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/cua-hang/tranh-canvas.html	(from http://www.duongxidecor.com/)
00:30:23	65683/65683	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:03:59%20GMT	http://www.duongxidecor.com/cua-hang/tranh-son-dau	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/cua-hang/tranh-son-dau.html	(from http://www.duongxidecor.com/)
00:30:23	94461/94461	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:04:05%20GMT	http://www.duongxidecor.com/cua-hang/do-decor	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/cua-hang/do-decor.html	(from http://www.duongxidecor.com/)
00:30:24	78249/78249	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:04:12%20GMT	http://www.duongxidecor.com/cua-hang/den	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/cua-hang/den.html	(from http://www.duongxidecor.com/)
00:30:24	21976/21976	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:04:17%20GMT	http://www.duongxidecor.com/trang/gioi-thieu	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/trang/gioi-thieu.html	(from http://www.duongxidecor.com/)
00:30:24	32543/32543	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:04:20%20GMT	http://www.duongxidecor.com/danh-muc/tin-tuc	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/danh-muc/tin-tuc.html	(from http://www.duongxidecor.com/)
00:30:24	21739/21739	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:04:20%20GMT	http://www.duongxidecor.com/trang/faq-info	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/trang/faq-info.html	(from http://www.duongxidecor.com/)
00:30:24	3224/3224	------	200	untouched ('OK')	application/x-javascript	etag:%2281717e468f7a46356a05816940778824%22	https://connect.facebook.net/vi_VN/sdk.js	D:/website/Clone/http___www.duongxidecor.com_/connect.facebook.net/vi_VN/sdk.js	(from http://www.duongxidecor.com/)
00:30:24	0/0	------	500	error ('')			http://www.duongxidecor.com/account/login	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/account/login	(from http://www.duongxidecor.com/)
00:30:24	809574/809574	------	200	untouched ('')	image/jpeg	etag:%22c5a66-57828b5a3f740%22	http://www.duongxidecor.com/public/librarynews-03-82/images/slide/BANNER%202.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/slide/BANNER%202.jpg	(from http://www.duongxidecor.com/)
00:30:24	1376705/1376705	------	200	untouched ('')	image/jpeg	etag:%221501c1-5858843608a00%22	http://www.duongxidecor.com/public/librarynews-03-82/images/slide/anh%20bia.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/slide/anh%20bia.jpg	(from http://www.duongxidecor.com/)
00:30:24	418915/418915	------	200	untouched ('')	image/jpeg	etag:%2266463-576c27712b140%22	http://www.duongxidecor.com/public/librarynews-03-82/images/slide/SLIDE%202.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/slide/SLIDE%202.jpg	(from http://www.duongxidecor.com/)
00:30:24	270335/270335	------	200	untouched ('')	image/jpeg	etag:%2241fff-576c27712b140%22	http://www.duongxidecor.com/public/librarynews-03-82/images/slide/000%20(2).jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/slide/000%20(2).jpg	(from http://www.duongxidecor.com/)
00:30:24	472452/472452	------	200	untouched ('')	image/jpeg	etag:%2273584-576c27712b140%22	http://www.duongxidecor.com/public/librarynews-03-82/images/slide/003.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/slide/003.jpg	(from http://www.duongxidecor.com/)
00:30:24	41465/41465	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:03:16%20GMT	http://www.duongxidecor.com/tranh-canvas-ngua-cv2019-69	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-canvas-ngua-cv2019-69.html	(from http://www.duongxidecor.com/)
00:30:24	81859/81859	------	200	untouched ('')	image/jpeg	etag:%2213fc3-587e3d2972500%22	http://www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56702353_2105037666232535_3346654601695723520_n.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56702353_2105037666232535_3346654601695723520_n.jpg	(from http://www.duongxidecor.com/)
00:30:24	41466/41466	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:03:23%20GMT	http://www.duongxidecor.com/tranh-canvas-hoa-cv2019-68	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-canvas-hoa-cv2019-68.html	(from http://www.duongxidecor.com/)
00:30:24	64639/64639	------	200	untouched ('')	image/jpeg	etag:%22fc7f-587e3d2972500%22	http://www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56691545_2105037542899214_4426374277142413312_n.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56691545_2105037542899214_4426374277142413312_n.jpg	(from http://www.duongxidecor.com/)
00:30:24	41466/41466	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:03:35%20GMT	http://www.duongxidecor.com/tranh-canvas-hoa-cv2019-67	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-canvas-hoa-cv2019-67.html	(from http://www.duongxidecor.com/)
00:30:25	69575/69575	------	200	untouched ('')	image/jpeg	etag:%2210fc7-587e3d287e2c0%22	http://www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56618699_2105037679565867_5102885489447272448_n.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56618699_2105037679565867_5102885489447272448_n.jpg	(from http://www.duongxidecor.com/)
00:30:25	41466/41466	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:03:42%20GMT	http://www.duongxidecor.com/tranh-canvas-hoa-cv2019-66	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-canvas-hoa-cv2019-66.html	(from http://www.duongxidecor.com/)
00:30:25	74808/74808	------	200	untouched ('')	image/jpeg	etag:%2212438-587e3d0ebe600%22	http://www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56398238_2105036796232622_5997139075369271296_n.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56398238_2105036796232622_5997139075369271296_n.jpg	(from http://www.duongxidecor.com/)
00:30:25	41943/41943	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:03:50%20GMT	http://www.duongxidecor.com/tranh-canvas-triu-tuong-cv2019-65	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-canvas-triu-tuong-cv2019-65.html	(from http://www.duongxidecor.com/)
00:30:25	101797/101797	------	200	untouched ('')	image/jpeg	etag:%2218da5-587e3d2972500%22	http://www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56887210_2105037996232502_8175152102528516096_n.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56887210_2105037996232502_8175152102528516096_n.jpg	(from http://www.duongxidecor.com/)
00:30:25	41932/41932	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:04:09%20GMT	http://www.duongxidecor.com/tranh-canvas-triu-tuong-cv2019-64	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-canvas-triu-tuong-cv2019-64.html	(from http://www.duongxidecor.com/)
00:30:25	35724/35724	------	200	untouched ('')	image/jpeg	etag:%228b8c-587e3d2972500%22	http://www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56786097_2105037776232524_167322137621692416_n.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56786097_2105037776232524_167322137621692416_n.jpg	(from http://www.duongxidecor.com/)
00:30:25	41991/41991	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:04:19%20GMT	http://www.duongxidecor.com/tranh-canvas-triu-tuong-cv2019-63	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-canvas-triu-tuong-cv2019-63.html	(from http://www.duongxidecor.com/)
00:30:25	105724/105724	------	200	untouched ('')	image/jpeg	etag:%2219cfc-587e3d2972500%22	http://www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56795649_2105037146232587_673842654634573824_n.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56795649_2105037146232587_673842654634573824_n.jpg	(from http://www.duongxidecor.com/)
00:30:25	41391/41391	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:04:30%20GMT	http://www.duongxidecor.com/tranh-canvas-triu-tuong-cv2019-61	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-canvas-triu-tuong-cv2019-61.html	(from http://www.duongxidecor.com/)
00:30:25	28182/28182	------	200	untouched ('')	image/jpeg	etag:%226e16-587e3d2972500%22	http://www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56744649_2105037046232597_8769929893916966912_n.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56744649_2105037046232597_8769929893916966912_n.jpg	(from http://www.duongxidecor.com/)
00:30:25	41313/41313	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:04:40%20GMT	http://www.duongxidecor.com/tranh-canvas-cv2019-60	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-canvas-cv2019-60.html	(from http://www.duongxidecor.com/)
00:30:25	62879/62879	------	200	untouched ('')	image/jpeg	etag:%22f59f-587e3d0ebe600%22	http://www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56398284_2105037729565862_738380005750341632_n.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56398284_2105037729565862_738380005750341632_n.jpg	(from http://www.duongxidecor.com/)
00:30:25	37978/37978	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:04:55%20GMT	http://www.duongxidecor.com/tranh-canvas-triu-tuong-cv2019-59	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-canvas-triu-tuong-cv2019-59.html	(from http://www.duongxidecor.com/)
00:30:25	43826/43826	------	200	untouched ('')	image/jpeg	etag:%22ab32-587e3d0ebe600%22	http://www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56381627_2105037286232573_3667825371258028032_n.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56381627_2105037286232573_3667825371258028032_n.jpg	(from http://www.duongxidecor.com/)
00:30:25	50733/50733	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:05:07%20GMT	http://www.duongxidecor.com/tranh-canvas-triu-tuong-cv2019-62	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-canvas-triu-tuong-cv2019-62.html	(from http://www.duongxidecor.com/)
00:30:26	52456/52456	------	200	untouched ('')	image/jpeg	etag:%22cce8-587e3d0ebe600%22	http://www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56442994_2105036999565935_1145884608714244096_n.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/canvas/2019%20moi/cv%202019-ti%e1%ba%bfp/56442994_2105036999565935_1145884608714244096_n.jpg	(from http://www.duongxidecor.com/)
00:30:26	41221/41221	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:05:20%20GMT	http://www.duongxidecor.com/tranh-son-dau-trang-tri-hoa-sd04	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-son-dau-trang-tri-hoa-sd04.html	(from http://www.duongxidecor.com/)
00:30:26	785199/785199	------	200	untouched ('')	image/jpeg	etag:%22bfb2f-576c27712b140%22	http://www.duongxidecor.com/public/librarynews-03-82/images/son%20dau/2.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/son%20dau/2.jpg	(from http://www.duongxidecor.com/)
00:30:26	41097/41097	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:05:38%20GMT	http://www.duongxidecor.com/tranh-son-dau-trang-tri-hoa-sd03	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-son-dau-trang-tri-hoa-sd03.html	(from http://www.duongxidecor.com/)
00:30:26	1149488/1149488	------	200	untouched ('')	image/jpeg	etag:%22118a30-576c27712b140%22	http://www.duongxidecor.com/public/librarynews-03-82/images/son%20dau/8.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/son%20dau/8.jpg	(from http://www.duongxidecor.com/)
00:30:26	40481/40481	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:06:10%20GMT	http://www.duongxidecor.com/tranh-son-dau-trang-tri-hoa-sd02	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-son-dau-trang-tri-hoa-sd02.html	(from http://www.duongxidecor.com/)
00:30:26	1260231/1260231	------	200	untouched ('')	image/jpeg	etag:%22133ac7-576c27712b140%22	http://www.duongxidecor.com/public/librarynews-03-82/images/son%20dau/4.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/son%20dau/4.jpg	(from http://www.duongxidecor.com/)
00:30:26	41132/41132	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:07:29%20GMT	http://www.duongxidecor.com/tranh-son-dau-trang-tri-hoa-sd01	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/tranh-son-dau-trang-tri-hoa-sd01.html	(from http://www.duongxidecor.com/)
00:30:26	1172076/1172076	------	200	untouched ('')	image/jpeg	etag:%2211e26c-576c27712b140%22	http://www.duongxidecor.com/public/librarynews-03-82/images/son%20dau/1.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/son%20dau/1.jpg	(from http://www.duongxidecor.com/)
00:30:26	53688/53688	------	200	untouched ('OK')	text/html	date:Wed,%2015%20May%202019%2017:08:03%20GMT	http://www.duongxidecor.com/set-binh-thuy-tinh-1-2-grey-va12g	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/set-binh-thuy-tinh-1-2-grey-va12g.html	(from http://www.duongxidecor.com/)
00:30:26	158401/158401	------	200	untouched ('')	image/jpeg	etag:%2226ac1-5793a28324340%22	http://www.duongxidecor.com/public/librarynews-03-82/images/%c4%91%e1%bb%93%20decor/binh%20thuy%20tinh/binh%20thuy%20tinh%20chia%20doi/7335862839_87652163.jpg	D:/website/Clone/http___www.duongxidecor.com_/www.duongxidecor.com/public/librarynews-03-82/images/%c4%91%e1%bb%93%20decor/binh%20thuy%20tinh/binh%20thuy%20tinh%20chia%20doi/7335862839_87652163.jpg	(from http://www.duongxidecor.com/)
